word,label,user_response
phcys,0,0,"[173.0, 174.0]","[-3.8828444799564004, -3.3865119928699077]","[14.619587159456911, 9.25920258331153]","[67.60312796844639, 60.78151962914345]","[59.96593528583373, 85.54415811188599]","[-23.69393040900787, 17.052690127022032]","[8.956625205205514, -48.20813728906428]","[127.97233096596398, 121.89307944190273]"
burnr,0,0,"[157.0, 158.0, 159.0, 160.0, 161.0, 162.0, 163.0, 164.0, 165.0, 166.0, 167.0, 168.0]","[3.075178739966803, 4.618503282201857, 6.602090929117743, 8.190559641158261, 10.000000000018916, 11.686607801840971, 13.39744294939984, 15.066068249572664, 16.828000847165644, 17.982059183892087, 19.916951468057473, 21.22692685600188]","[-3.1697580247758026, 2.2725347756873076, 7.041298794511018, 14.50862755313585, 21.391246830555716, 28.26114841987333, 35.040383458401514, 38.37608290081326, 45.09786955697508, 46.08822772073165, 48.44331712172627, 48.47683720745834]","[-5.744877845626053, -2.4330365548445636, 2.9064873444986423, 17.395902329112346, 34.199758881842094, 50.001438062980476, 63.00700857796674, 69.09552179994023, 71.97347205709289, 69.13543488821124, 58.20311879102949, 48.54241156119658]","[-13.095126392782591, -16.920477916871167, -2.106782030838213, 23.814372071319504, 48.04410484769206, 72.1472035273582, 93.36784348856547, 106.026220596624, 90.29379590290812, 67.13266221587887, 38.594031233771595, 15.155759457415833]","[-1.863173612700697, -8.222815214895428, -12.501390335028033, 19.171231113832096, 63.51274577611359, 112.512589312466, 132.4549779859938, 124.3438456985214, 75.59152925054941, 32.519078876974476, 8.937078405775297, -22.87148209148365]","[35.800628946337575, -35.16775944240964, -3.7830236171406937, 10.064645307908437, 79.61374882825662, 131.2155029443841, 153.18171154892414, 99.31592569973002, 47.830237325251716, -5.241496971109823, -11.087666465816413, 15.053357091044195]","[77.93957736163468, 13.700163405503156, -12.05291841122151, 14.460732222570174, 90.34908260260667, 179.4852205049125, 147.20419351373755, 87.09641177580022, 9.389976217947485, 2.960599581253959, 10.677626112259771, 87.29222620529272]"
waits,1,0,[164.0],[6.353485694746561],[34.92922685174132],[-5.543511396927408],[88.9965761107675],[-5.454020250742133],[135.00239549998759],[10.332696919768653]
smoku,0,0,"[146.0, 147.0, 148.0]","[-1.4713069355134023, -2.836656605696741, -3.491353746312851]","[45.42844197354268, 42.48100220333491, 36.690349038058585]","[28.834447247337597, 46.64812337369812, 59.09020570867416]","[-2.403036361246595, -22.93123826655996, -12.40566715090655]","[109.48125511614367, 81.73027238588293, 37.56523275525424]","[59.91477924922996, 113.38486128821977, 122.97639134931292]","[-42.75541323425071, -5.964859760629472, 36.24880591879668]"
ubnar,0,0,"[127.0, 128.0]","[-4.3019700512364825, -3.8857631392794945]","[14.632150402074291, 7.800633278589387]","[69.98779670593919, 66.3554284398995]","[59.77037976873795, 80.81105602018482]","[-17.865312279037937, 15.522206847693765]","[-2.847009374371296, -6.8039713558256265]","[118.05271365494418, 65.55063188852378]"
blusk,0,0,"[111.0, 112.0]","[2.9969888604828747, 4.656544520110778]","[-3.487945090784226, 2.724789040967034]","[-17.728891593458023, -10.979354428626783]","[-17.597539183244383, -16.624459745045954]","[-12.367000865749434, -36.79204682716774]","[22.3363556359334, -38.998978219454635]","[77.85627236562556, -8.442951580545454]"
hocks,1,0,"[95.0, 96.0]","[17.06976448527688, 18.53249665116351]","[45.59370470679572, 45.77449059722478]","[70.81085375370618, 67.97305504781882]","[79.67255106424801, 67.62856058021984]","[83.03128100761093, 34.36590654400211]","[49.99283800709524, -7.31879581819961]","[-0.25620436321677836, -9.785174398065354]"
backw,0,0,"[79.0, 80.0]","[24.179414665559076, 24.133346882145915]","[21.930479086269457, 15.193607405385025]","[-11.966540228050158, -12.776384180330952]","[33.22715912743416, 60.099725169627085]","[121.09004958782825, 122.74139942488888]","[73.85326550377692, -3.309612404658721]","[4.243800232520497, -9.481367946600798]"
ciykp,0,0,"[62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0]","[19.836147478209725, 18.257299627392474, 16.675083490892355, 15.435035842102995, 13.532481013384524, 11.694755495388598, 9.99999999997088, 8.141510463404371, 6.3530816415896485, 4.917196058837408, 3.0055429689124975, 1.463598782105643, -0.03514335149442876]","[-5.514548811147833, -4.2702557601987845, -2.888439472353336, 1.8642933011875933, 6.886275662501748, 14.297441876667978, 21.42771301323707, 28.63255768127218, 33.659500684932745, 38.76729104535861, 44.14113211835399, 47.033029386651556, 49.39016399324439]","[61.5424614108031, 66.66308385540201, 71.83608908530859, 62.42913943818725, 55.697848221268494, 40.619072244346754, 25.848413998795998, 7.621331384729312, -0.6728330870553194, -6.656119275795085, -14.311431915850289, -6.898251764283339, -1.8940106231017553]","[26.480616005709813, 3.86164398098852, -16.198031567107098, -14.137264675329263, -11.198668959471181, 24.006080903309535, 48.22288013706483, 73.40317030466318, 82.70370198650147, 95.26520903640697, 90.83788781987677, 62.811842838158434, 38.871159233696666]","[21.485066117740377, 62.062995295743775, 112.41804644135546, 121.84446771787378, 126.00925039405017, 86.29012372074894, 36.1096068943754, -5.555299225153909, -18.60535630051152, -22.558389120590252, 25.108980257645925, 66.22180656633574, 109.57620562284556]","[140.78414109736872, 88.1406239103826, 30.55868564226485, -37.7348401560973, -10.487500185054218, 23.171751889246494, 86.50548298672825, 148.19199778177259, 121.30650091819624, 119.06765688959953, 49.585638751474754, 14.279142080793374, -20.90992022873368]","[-51.30917465643155, -23.211525034096777, 60.33707916548018, 140.74449118882703, 190.59635471341255, 112.66928690184645, 42.30044817659616, -62.840015221463005, -15.362704399069452, 96.1502681033384, 119.70597670559742, 195.07595696691018, 120.31453397328312]"
itych,0,0,"[68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0]","[8.144780321602038, 10.000000000030925, 11.759099049833194, 13.691493646783627, 15.019206495017949, 17.02245626393305, 18.18657773778141, 19.89764778396783, 21.414148625544243, 21.39299307709666, 22.41676302836117, 23.200514530831647]","[14.25906612128907, 21.29780046911033, 27.72660460327184, 33.98801412278597, 39.2065469513722, 44.92702135317052, 44.88965965714047, 48.064953078506655, 45.74885986973454, 45.70399898309352, 41.53146987457117, 35.39731994981795]","[16.933379603923008, 34.762708943305945, 52.175479220109885, 63.2306782047077, 64.41256420759144, 71.6792612906018, 70.86298556573698, 60.18723941857917, 48.66590604639764, 30.963013124660957, 17.54579751849409, 0.8685508712033685]","[19.868734290420033, 49.33706910217207, 74.42518928063598, 83.69688810621136, 88.59465655741532, 89.01056646951595, 65.63287289043897, 38.805688729882384, 13.149600887136803, -3.213913526219085, -11.027913627133392, -12.539153945157643]","[25.79124598080383, 66.88726295709235, 104.41969138177987, 129.62948412988382, 122.93837902816641, 79.84695882197565, 37.808929021179274, 1.7059968932907474, -20.45938929976786, -8.610087794500933, 22.517935057495848, 63.81803097734509]","[24.686397139109225, 77.58821088651675, 143.25107869183566, 157.4773720954028, 114.4044056021643, 46.60979866801534, -21.465022409844952, -27.740931082493468, -11.39848114809286, 59.89275599304508, 124.27332417541119, 147.68044672169242]","[5.208508379407855, 203.28892160322079, 299.92471831671617, 318.51376127956166, 94.17703014345592, 10.911383643776823, -23.159734502580296, 20.914872404477567, 84.87065284024631, 168.6799144151891, 181.57414838686674, 107.3424016489794]"
fatso,1,0,"[77.0, 78.0, 79.0]","[-1.1212944248778183, -2.0194624081867167, -3.3072217085475533]","[44.76226605163345, 47.342447601844604, 42.91480913082364]","[12.764977907303194, 29.01961750051929, 43.34799500570743]","[11.720811661166064, -0.3325406131694948, -14.696822346826131]","[107.95456766440962, 117.72414701570065, 74.1083515130897]","[10.842498151133483, 59.909325906080404, 125.58743855562483]","[52.39886907342027, -1.7615490404357208, -31.4932119601445]"
socuf,0,0,"[61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0]","[-3.1849838601095617, -2.1666877252937664, -1.8844161955365846, -1.2351931802271534, -0.07345491443140172, 1.403979951559657, 2.904219563678499, 4.705345182045532, 6.368308432619201, 8.31325453459142, 10.000000000035767, 11.793012406096024]","[2.486718647987571, -3.3799823668671296, -5.717667667509355, -6.741375478445758, -6.179338333192551, -4.3594754574243995, -2.8510781440164745, 0.9457724138037121, 6.647715526358787, 14.121343620461255, 21.452658950338158, 27.861057732802777]","[48.82563878775967, 37.04327610485095, 20.18229707746095, 2.8360511286037076, -2.1141145453974266, -13.321577499204166, -9.751918052775238, -1.5770552770225186, 6.059403729517906, 18.863786795788876, 33.9241352817187, 49.597389086020954]","[85.6976268410729, 94.18622741257064, 78.5515310187453, 52.965316390112555, 25.664977662193923, 7.090967360492116, -22.853618926769894, -16.597951243192604, 3.1297932971644618, 17.943927838614023, 49.4008947141851, 71.00674680170373]","[61.55456327153573, 89.97456900717553, 108.09835772096879, 102.3444348140724, 79.72010940652032, 35.329906773726954, -11.620042193479359, -9.14524565621703, 2.0562305817281814, 18.88612807515636, 63.90003126087008, 103.1637953499219]","[-32.38189415558947, 34.46045112028557, 106.53901019588348, 151.75916299921064, 139.06493118889043, 99.82366561815509, 31.777976296420263, -2.586492533411397, -17.097459717757104, 22.218468863549642, 85.134508720136, 119.26529692646479]","[-23.139007917556736, -24.587043462676892, 19.69776878679853, 124.5131340606185, 151.45902099482197, 167.90444542196136, 78.14984242780463, -23.376201538242068, -47.769588301222484, 18.9325079467078, 199.25029920432272, 154.16537779606855]"
nligy,0,0,"[74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0]","[6.457804575172576, 4.720814197124636, 3.440737098733698, 2.069282482841698, -0.009396705364832362, -0.7869734254493836, -1.5318636087533686, -2.871222822991601, -3.5624470971303186, -3.5614667824483774, -3.6628145863771935, -4.600462607431944]","[35.66741199588635, 41.15137866575897, 42.35004786122927, 48.405526935128215, 45.577401413991225, 47.865841545899734, 45.368075730809785, 41.584238917804434, 34.560598266551686, 28.298764039824665, 22.08089357620261, 15.503085608815596]","[1.9075840488224363, -15.297163846364425, -9.031887848470047, -6.812003905396369, -1.113836486210512, 12.5615968189253, 29.043128928333925, 43.473081130377174, 55.78006307578492, 65.06186602137713, 75.02788639202959, 72.92584128005291]","[93.33158358680319, 98.57040486113182, 80.79099175179886, 63.49250427672882, 38.52295843089645, 15.566807558108442, -12.755600794708194, -27.761509061972337, -5.164144239235034, 1.6081522881981891, 34.666959863175435, 62.74485467056339]","[-31.230054082354, -6.31395517605485, 20.373630632611818, 66.13368042686167, 89.47484709019987, 119.9763931826472, 108.0794273587025, 75.96661928104787, 34.933119446136985, -9.952082301449154, -37.12825582345541, -22.71949464510289]","[165.82627166642052, 102.73702972186688, 48.31669309790269, -3.2444312458974247, -16.832094812820895, 6.573076022370508, 59.87354331433865, 125.92788105312204, 137.56634244286963, 112.0471886586942, 71.20391487467019, 23.990890308569234]","[-38.81947383763295, 47.9444913978278, 138.3177805109681, 145.75147159835188, 151.04568061566843, 48.58445034724954, -3.6027436710183327, 8.524645799731678, 27.730377837675015, 105.79123187181096, 177.32361398646907, 153.89420403544028]"
ravce,0,0,"[80.0, 81.0]","[21.306727458638036, 21.925661703112123]","[50.031318447413526, 43.737978714559034]","[47.19313693717136, 31.09996708759786]","[15.630761089107391, -8.114027164928626]","[-35.50748083773085, -2.615505240927102]","[1.2848736633151994, 59.90412327876684]","[82.77458730176336, 129.94236375841007]"
cuffs,1,0,"[64.0, 65.0]","[23.362257426929617, 23.17409116244184]","[2.7244495461453893, -1.0199551248086702]","[9.897061239803813, 23.788109426915764]","[85.30879771578016, 98.69672935437772]","[38.56800332755647, -4.579832595593959]","[-21.10246016033747, 35.98286491040852]","[137.36318843861076, 137.91680735368027]"
